HR_mean,SDNN,RMSSD,pNN50,LF_HF,RR_mean,RR_std,RR_min,RR_max,GSR_foot_mean,GSR_foot_std,GSR_foot_peaks,GSR_foot_slope,Resp_rate,Resp_std,Resp_power,Resp_peak_count,Resp_prominence,label
16.294938384764233,4490.042509194652,6117.808100076946,0.9620253164556962,0.0,3.682125,4.490042509194652,0.64,33.1,1.4034614702250567,0.7977759817869667,31,-2.2370267714077758e-05,18.440961902188597,0.9656296886323287,6184.328670244498,92,2.8615048974435213,low
42.51155572050339,685.108609824921,913.4413607983957,0.9569377990430622,1.4901926134681185,1.4113809523809524,0.685108609824921,0.64,4.71,1.054835557700639,0.035862271689812826,86,-4.109610716473992e-06,16.20471962459066,0.679308000376118,6554.901620572202,81,2.770991121311369,low
44.81060986637195,687.4201552665425,882.8271539683086,0.9459459459459459,1.791604619892427,1.338968609865471,0.6874201552665424,0.63,5.68,0.9729892855236344,0.014900159705234669,111,-1.7252089533187353e-06,17.633347971489375,0.38315826018121,5665.022062711806,88,2.8258674277691793,low
41.63704681628923,688.5859844214818,942.77359892157,0.9558823529411765,1.8341569835927223,1.4410243902439024,0.6885859844214819,0.63,4.96,0.9294406349949007,0.010516812704496893,110,-1.1705977641312795e-06,17.424779657582818,0.5599950383192077,6737.390710757589,87,2.775715968260395,low
48.8213233324404,650.3283210010976,919.446698512186,0.8884297520661157,1.361891087954633,1.2289711934156378,0.6503283210010976,0.63,4.06,1.1570498866684462,0.14477198591109927,48,9.35334940849315e-06,20.27442146221585,0.6515076814229961,5355.742806834245,100,2.721521814640787,low
43.17558069482562,797.2128110421822,1072.0037574909738,0.9345794392523364,1.6897969729548263,1.3896744186046512,0.7972128110421822,0.62,5.61,1.5546028042191617,0.3533716962294125,17,1.193592915375017e-05,19.462089471550208,1.061153967648218,5413.995951550924,97,2.73852854900222,low
47.947037581917876,723.8612304637336,1013.9495537150709,0.9327731092436975,1.4345497513091556,1.2513807531380754,0.7238612304637336,0.62,6.06,2.839077059884936,1.3645653318210869,9,2.507670009611773e-05,19.350239331907527,0.7045136315669923,5088.774804967435,96,2.7554913456931573,low
46.399517927086464,640.4244934360978,892.3566746445105,0.9260869565217391,1.4597007074312716,1.2931168831168833,0.6404244934360978,0.62,4.0,1.644145100901677,0.24831460625932192,17,-3.3148917685573645e-05,19.801980198019802,0.20603272685688181,5272.76883098745,98,2.840339778749223,low
19.66423650591934,3118.576750635509,3671.8182804349244,0.979381443298969,15.387570200328428,3.0512244897959175,3.1185767506355093,0.63,22.57,1.6142970339566622,0.31495944675193854,8,3.56394151146114e-06,18.95960042132445,0.7849355279870517,6499.768362931195,94,2.620870293709659,low
36.001609010458566,1178.5959387145667,1630.851607686038,0.9269662921348315,1.7946985613273059,1.6665921787709497,1.1785959387145668,0.63,9.03,2.343194962778083,0.7252836646512106,20,1.2983531899837949e-05,18.25742975961051,0.5720944949141803,5397.246523024063,91,2.7286980902770637,low
23.25501629223118,2714.4593149832813,3964.312113811712,0.9732142857142857,6.213754287889892,2.5800884955752212,2.7144593149832814,0.64,25.8,1.992737800403413,0.4975369300017048,17,7.133234913879031e-05,18.879415347137638,0.5991432199300988,4923.355164094203,94,2.7824823312439015,low
32.40958196336308,1060.0276162081598,1583.4436365087327,0.95625,1.6496384204283117,1.8513043478260869,1.0600276162081597,0.6,5.29,2.6351649907314467,0.9201933528741376,6,-7.042639129909986e-05,18.721690991444387,0.6949968869787571,6216.67765656928,94,2.6385606983198846,low
38.42542918454936,1013.5691679732304,1378.0797089466655,0.9421052631578948,1.8765634094502317,1.5614659685863874,1.0135691679732304,0.63,6.07,1.915004684092007,0.5321088024256084,6,8.270965248261873e-05,18.125657649095412,0.7330051696371647,6271.708183451105,90,2.7194292896661323,low
25.867295385651737,1814.7730829978268,2311.0855750995183,0.952755905511811,4.292361774185555,2.31953125,1.8147730829978268,0.63,12.77,4.572684061907411,0.8324542486174233,19,-2.6825615995488448e-05,18.7150364468554,1.0433631446918774,6782.484964529331,93,2.6371171175479593,low
34.83221476510067,1022.3063603261628,1391.2446326606175,0.936046511627907,1.8040051312211662,1.722543352601156,1.0223063603261628,0.64,5.55,2.157909502161001,0.4856998846985502,0,-6.280868875902066e-05,15.532022188603127,0.7396297159487674,6925.907129500835,78,2.865921439189571,low
32.01296727788471,1247.9260233997143,1664.161578081222,0.9171974522292994,1.5289480005882012,1.8742405063291139,1.2479260233997143,0.7,6.26,1.433080307387116,0.0865056364449406,73,-1.0207053392065003e-05,14.986330036790765,0.9201697468612595,7305.388577255814,75,2.861723908056472,low
