HR_mean,SDNN,RMSSD,pNN50,LF_HF,RR_mean,RR_std,RR_min,RR_max,EMG_mean,EMG_std,EMG_energy,EMG_skew,EMG_kurtosis,EMG_rms,EMG_zero_crossings,GSR_foot_mean,GSR_foot_std,GSR_foot_peaks,GSR_foot_slope,Resp_rate,Resp_std,Resp_power,Resp_peak_count,Resp_prominence,label
30.253117751857204,1790.4731205900732,2457.0447955861077,0.9261744966442953,3.1977965594115996,1.9832666666666667,1.7904731205900732,0.62,9.03,0.9377311027260135,0.05106615702588721,26458.421202394136,0.41084585119972744,0.8422086726027884,0.9391205318877539,0,10.06812090229045,1.6803724995133997,18,-2.284854522390418e-05,8.425523170188717,1.586931684517828,65627.5913841998,42,3.047114341878878,high
27.556452454681466,1825.3600142406463,2644.059739944797,0.9465648854961832,1.9424661472444773,2.1773484848484848,1.8253600142406463,0.63,13.16,0.9320744215199516,0.04740132560082923,26130.288387614044,0.38358269376293075,4.564844459556136,0.9332789577186813,0,8.21808193846025,0.38606369930847806,24,-2.5542624464419224e-05,7.829307000529008,1.9084565947753982,61663.94831491686,38,3.1284905826159224,high
47.48071721927276,1013.1937771624189,1397.994780669678,0.8728813559322034,1.5452790986045892,1.2636708860759494,1.0131937771624189,0.63,9.1,0.9344728341643618,0.04683095662013068,26262.978488673936,0.3157828000535972,-0.07290865600996854,0.9356455612512311,0,7.622889486168449,0.2078993124355935,21,6.334186768910074e-06,8.494859261756279,3.0641105973568363,29351.333606409346,43,3.0428029058742996,high
11.126058975384504,7969.25663333577,11113.813117017939,1.0,0.0,5.3927450980392155,7.96925663333577,0.64,46.07,1.0799440829108915,0.5933743841718984,42414.46415033278,-1.287258653636721,26.70716687428932,1.189039726702922,48,16.154713950311702,4.41555228142916,36,0.0001671829423464235,14.65897522904649,1.7679088705844987,107120.79114742213,73,2.6345766171224323,high
6.139386819267061,15196.245592571191,20700.432641335337,0.9615384615384616,0.0,9.772962962962966,15.196245592571191,0.64,54.77,0.9280631551263563,0.3722476175233969,28031.34517231148,-5.9249696577043505,98.09125153582525,0.9666323874205657,36,13.258801188145691,1.2216210783037547,60,1.3024037710355193e-05,16.64411366711773,1.3303229425479224,60370.230598524584,83,2.628101106983758,high
12.00042858673524,8963.181532380004,12653.307149444443,0.9818181818181818,0.0,4.999821428571429,8.963181532380004,0.62,41.75,1.174221804308409,0.4281771682282253,45544.91391692138,-2.3436868595791323,33.490487962613095,1.2321378970028933,12,12.00155439645397,0.7767406428744498,48,-2.6084815001252083e-05,16.373008119125426,2.22823356345125,77002.96669771464,82,2.451403502602875,high
43.253345793144874,709.8303700429094,1045.1344633642257,0.9162790697674419,1.4254360984818684,1.387175925925926,0.7098303700429094,0.63,5.49,1.3100114046421039,0.3552292267039333,53322.99789737507,-5.690254422899482,105.90683901689121,1.3332041341241916,12,12.42674787388752,1.143487081354148,36,-4.020145026782102e-05,15.51125926933805,1.3990322882229362,82217.61310331157,77,2.6907466901379538,high
30.318241140447753,1696.2724052474075,2317.7568178449324,0.8933333333333333,2.329021384731086,1.979006622516556,1.6962724052474074,0.61,10.13,1.2495216415233974,0.35952682155701954,49388.5369161154,-2.0709827955978266,117.56122916576311,1.2830762112479965,20,11.609019776401258,1.0526304990510957,53,4.390020449379334e-05,14.614065180102914,1.4427719138786586,71917.79873730858,72,2.6081249155072075,high
18.235730170496662,8234.51880443002,10411.447759290946,0.9382716049382716,0.0,3.2902439024390246,8.234518804430019,0.62,60.07,1.3580353900183075,0.8417073692078736,69927.4225198215,-1.3616057135785045,12.09789815272925,1.5267331410544704,64,12.417884339394506,0.6307489181656236,50,2.664991008803721e-05,18.52983099165139,1.3408970425196134,74545.46938573438,92,2.497148432488465,high
20.246510141015165,4196.3492324741555,5815.449343243375,0.9574468085106383,7.188856874222685,2.9634736842105265,4.196349232474155,0.63,21.74,0.9143257534386955,0.29992364283353773,26937.98709795798,-2.8383337267665008,93.96685575386189,0.947593216135102,22,11.963399935932229,1.206380339862477,32,-8.84939299504031e-05,15.590809628008751,1.0949093361067066,76859.37171646062,77,2.671717939044129,high
