HR_mean,SDNN,RMSSD,pNN50,LF_HF,RR_mean,RR_std,RR_min,RR_max,EMG_mean,EMG_std,EMG_energy,EMG_skew,EMG_kurtosis,EMG_rms,EMG_zero_crossings,GSR_foot_mean,GSR_foot_std,GSR_foot_peaks,GSR_foot_slope,GSR_hand_mean,GSR_hand_std,GSR_hand_peaks,GSR_hand_slope,Resp_rate,Resp_std,Resp_power,Resp_peak_count,Resp_prominence,label
12.166795708439338,5698.070620252826,8864.531593399077,0.9814814814814815,0.0,4.931454545454543,5.698070620252826,0.63,28.38,0.1819497640238241,0.47196280700778986,7634.817717554003,45.76405182878605,2523.861666619968,0.5044739080650918,60,5.746863281896817,0.8811951326045847,16,-7.989064555000293e-05,4.983674914991789,0.8390126560359044,7,-8.797823982209513e-05,11.120825319111734,1.175624448720178,123856.883555942,54,2.5456652213552866,high
14.1904055914434,5166.685454254341,7928.7318906581395,1.0,0.0,4.22820895522388,5.166685454254341,0.63,24.97,0.1411731744780836,0.08307578473731059,804.9380699451449,2.2454554086366643,4.754877502291292,0.1638025304999025,4,5.4308733635374695,0.41296453782586684,24,1.0349930312593761e-05,4.564179712232608,0.33392057006419895,12,2.2437111137092844e-05,11.693871158598132,0.5405033262277535,84115.11312129258,57,2.7752704371142403,high
13.567684242984893,4840.762773432523,7929.155547238792,1.0,0.0,4.422272727272727,4.840762773432523,0.63,23.42,0.13700407688260607,0.08489391107053108,779.2466062392095,2.2683600154055603,4.77462828100413,0.16116726365686151,4,4.8091586857732995,0.5793423130752327,9,-6.677892406482178e-05,4.393225490846572,0.36639555921117156,5,-4.597355581942231e-05,12.506079344125615,0.46903932552493816,77793.91453306885,61,2.764233910144951,high
15.839275918815137,4529.094986848786,6726.052549210186,0.9473684210526315,0.0,3.788051948051949,4.529094986848786,0.63,24.97,1.0762170325300855,2.0458569539156843,159447.55105870668,6.134366020308234,76.35013414275802,2.305410672445054,56,9.234390020834828,2.5659557745694435,39,0.00011867579134685252,8.805755415071848,2.875697644243486,29,0.00010156381548697988,13.998490358882865,1.4005303926094705,154566.1916876469,69,2.781347122743315,high
15.90924347183997,4626.33374109488,6122.795992782282,0.9487179487179487,0.0,3.7713924050632905,4.6263337410948795,0.64,27.87,1.48075462314759,1.450239245436405,128818.93731834908,3.1879970460366436,29.051696436333835,2.072188354681664,46,7.267313873919239,0.4685128171535042,33,-2.7170273200533342e-05,6.017509764281127,0.5122284879992715,18,-3.941268567112939e-05,16.33653257096181,0.866839049362683,114494.30329245812,81,2.828450467772543,high
20.189982123453326,3328.142936506179,4139.426733765259,0.9473684210526315,7.002109884999076,2.9717708333333337,3.328142936506179,0.64,17.29,1.3582211902434929,1.9472500790203904,169037.3344528393,5.211716620818739,38.504808427359585,2.373726567044874,48,7.621357359470851,0.894660880822294,36,-3.180318912355193e-05,6.68516893475846,1.095349854036786,20,-1.1768452960371256e-05,17.01517015170152,0.8123589194933593,111347.31881173584,84,2.6939556369450295,high
17.09172559402125,3316.290239864011,4347.210106986515,0.9642857142857143,0.0,3.510470588235294,3.316290239864011,0.63,14.01,2.1290924666553925,1.649888958418281,217604.92245586409,4.10800309566446,45.09490555313667,2.6932317789591504,26,6.714345452141841,0.8107665341411464,26,2.8369631141382564e-05,6.037355626282121,0.7523901716125351,12,3.0122239188171e-05,15.925409194541803,0.9553951872600045,106019.62892269506,79,2.6482794543639017,high
15.079472897704116,5445.285728876084,8008.86683278012,1.0,0.0,3.978918918918919,5.445285728876084,0.64,32.84,1.3409975010377202,2.0509788196656222,178388.573052565,2.740981039508959,64.63868989650953,2.438500721430862,88,7.443799998759576,0.7958006231398748,27,-9.918100607588353e-06,7.5844448142755,1.5082874556274228,13,-8.0493776488099e-06,16.82261932912205,0.7606659686905526,119157.01005534874,84,2.7523613045763002,high
18.60339714208682,4170.224026476502,5496.680616717494,0.978021978021978,27.716578436930554,3.2252173913043474,4.170224026476502,0.63,25.93,1.4536593387359305,2.002548681727721,183686.5683186036,2.892126994397867,11.8406522339443,2.474446526118542,16,6.98018954627567,0.8072505839458449,28,-1.496274996093551e-05,7.4906603519908534,1.4787400696438253,18,-5.617378360168838e-06,17.22856563745693,0.7368760019260586,109010.31991637129,86,2.5955784657516774,high
19.098676495225327,3069.9337609138884,4454.746572059582,0.9680851063829787,12.247641929950333,3.141578947368422,3.0699337609138886,0.64,16.0,1.1607680767533597,1.8213757019876824,139907.33647401223,4.654280068454989,33.90618940845787,2.1595318665088215,48,7.172008142315735,0.795758198259275,42,7.629981161193007e-05,7.897941051785809,1.6085800169380826,22,8.350137447057392e-05,17.74432047318188,0.8921388775630755,100095.47473424624,89,2.553888294594531,high
