HR_mean,SDNN,RMSSD,pNN50,LF_HF,RR_mean,RR_std,RR_min,RR_max,GSR_foot_mean,GSR_foot_std,GSR_foot_peaks,GSR_foot_slope,GSR_hand_mean,GSR_hand_std,GSR_hand_peaks,GSR_hand_slope,Resp_rate,Resp_std,Resp_power,Resp_peak_count,Resp_prominence,label
27.799227799227793,1728.5470078809274,2130.7131872054924,0.9416058394160584,2.4981214696743597,2.1583333333333337,1.7285470078809273,0.64,9.55,17.444622946966735,2.0305896770643423,25,-0.00019075730877130876,7.202194390833894,0.5590116453597297,31,-8.26579381824543e-05,13.08704246472633,2.542920300037685,68120.41906311743,65,2.667302563599966,low
29.220124941223887,1508.7186711038792,2050.261331581362,0.9513888888888888,2.237507078686756,2.0533793103448277,1.5087186711038791,0.63,8.13,14.08428896615026,3.060320065227211,13,0.00015530696140968252,5.3282472684287265,0.4933131569371107,12,-1.21826117251335e-06,12.028204064703441,2.244813284556381,61513.256222715514,59,2.4748135168777967,low
26.513477684489615,1617.6638663873853,2445.2104742876204,0.937984496124031,2.0670287367077353,2.263,1.6176638663873852,0.63,8.13,17.980976081263915,0.7365046106298611,15,-1.2929612481713922e-05,6.730520345176539,0.7892780475063416,32,3.8553916233791665e-05,13.158345612171468,1.7018909448275283,55203.37389923472,65,2.510681576714292,low
24.843061306264186,2188.695473840807,2782.1144792423183,0.991869918699187,3.9481326159454806,2.415161290322581,2.188695473840807,0.63,11.81,21.644437285898775,2.037798972191773,31,4.1921514915493796e-05,9.951494699262216,1.4454829432836485,45,6.10812308884709e-05,18.26078035769244,1.5697211429447433,64013.40945035906,90,2.655419868057312,low
13.741587681899865,5022.887483764315,6750.662814679756,0.984375,0.0,4.366307692307691,5.022887483764316,0.63,21.74,20.186556583891335,1.0802350569422159,24,2.6032409614647042e-05,10.156421832865782,0.7584245691806689,33,2.5099716469031938e-05,18.596096863185863,1.3699485621420635,57219.23338160983,92,2.6503795437240227,low
23.700071508836448,2151.207337017308,2891.8259614479484,0.9739130434782609,7.908488223648519,2.5316379310344828,2.151207337017308,0.63,14.44,19.31770239078145,1.2802756632958565,29,-3.871036233470081e-05,9.797720682787123,0.9822838165574961,25,-3.1359092142401405e-05,18.05701146315896,1.7425249591261611,47600.021442238656,90,2.601022950746177,low
18.872391517570264,3593.9675373140153,4744.112827678019,0.9239130434782609,109.89759753763856,3.179247311827957,3.593967537314015,0.64,22.9,19.98143676937503,2.0632890834791646,22,6.993996234790363e-05,10.88300572948616,1.363294637701904,32,6.96298091116858e-05,19.03990277496455,1.2342490472869874,38131.673145143985,95,2.677334267590518,low
39.701391245334236,1125.0699795606552,1488.3274359834365,0.9072164948453608,1.5365818064555188,1.5112820512820513,1.1250699795606551,0.63,7.04,19.051435587898734,1.980474999431975,19,-0.0001281624142280202,10.485000631791271,1.2276033355051235,32,-3.292720427048306e-05,22.67971650354371,0.6661360319110535,38401.49112168129,113,2.677523923127902,low
30.336514314414867,1614.4139215165371,2313.671108865735,0.96,1.9884412366708653,1.9778145695364238,1.6144139215165372,0.63,9.61,18.07470673292423,2.9890308465982116,10,8.04773562793276e-05,10.965682831637121,1.9629643547878985,20,2.8253100700104087e-05,21.582733812949638,0.762137917707469,42346.0754404111,108,2.5175636074309873,low
28.69073275862069,2055.091190586603,2921.1743485228817,0.9432624113475178,2.032816698859634,2.091267605633803,2.055091190586603,0.62,15.37,19.353072516327128,1.1407479080535894,17,-7.352726264035555e-05,11.393077299867004,1.016940804031584,39,-4.225148816533899e-05,19.672131147540984,1.0790192186549803,48862.86846183981,98,2.6422710566360235,low
23.536635284486284,2309.749900944891,2952.3668768360403,0.956140350877193,7.333961025331653,2.549217391304348,2.309749900944891,0.63,15.62,16.456528227968956,0.9857933926494982,16,-8.969930060094219e-06,10.260552925838923,1.617096920142159,23,7.448790279941116e-05,21.710459571877855,0.4214514140873125,32524.134327708685,108,2.7085576696095437,low
25.07690250100308,2014.791361506198,2894.4997896455384,0.9596774193548387,1.6509890381787644,2.3926399999999997,2.014791361506198,0.62,11.88,18.997131957187218,1.8816413729036587,31,6.221053755344468e-05,12.828146541980887,1.7677459596786693,31,5.5782308546660825e-05,19.950962281261546,0.987479789700959,37264.25472554947,100,2.608050333532627,low
23.012273212379935,4111.931170490413,5695.49136860241,0.9736842105263158,3.5310526214327007,2.607304347826087,4.111931170490413,0.63,41.43,18.303884303653096,1.0021276117458335,23,-6.632342010794699e-05,12.48158815793584,1.2952827338624533,33,-6.345875139986811e-05,17.876489707475624,1.228668146092809,38497.05140212043,89,2.604234149922051,low
13.004165396728638,4320.711608486609,5989.320787206468,0.9682539682539683,0.0,4.61390625,4.320711608486609,0.64,17.48,17.430670334637902,1.7326147068059496,20,-7.952142900256286e-05,12.36489053406688,2.84922893842433,38,-5.353882676122736e-05,14.863580833446454,2.0476943631598186,44663.59115294759,74,2.607242799117601,low
28.24896487244557,1353.9471476493593,1906.0868665559665,0.9785714285714285,2.2017665157243314,2.123971631205674,1.3539471476493592,0.63,6.64,11.515823958705168,1.2546538163519367,2,-0.00014356082483490238,7.0299520931411275,0.9655638139207949,3,-0.00011641648738909124,11.919191919191919,1.7401149552413928,31595.865937672657,60,2.770963435243254,low
22.344494397101254,2686.171409490744,3777.6740077845398,0.9818181818181818,5.432945160613396,2.685225225225225,2.686171409490744,0.62,19.02,14.747232917824203,1.8597985236880579,12,0.0001665139997181647,9.724776360357971,2.3713334974506637,33,0.0001423630941936015,12.310797174571142,1.836165073416381,36943.536274451486,62,2.6413707838244056,low
