HR_mean,SDNN,RMSSD,pNN50,LF_HF,RR_mean,RR_std,RR_min,RR_max,EMG_mean,EMG_std,EMG_energy,EMG_skew,EMG_kurtosis,EMG_rms,EMG_zero_crossings,GSR_foot_mean,GSR_foot_std,GSR_foot_peaks,GSR_foot_slope,GSR_hand_mean,GSR_hand_std,GSR_hand_peaks,GSR_hand_slope,Resp_rate,Resp_std,Resp_power,Resp_peak_count,Resp_prominence,label
46.11991177060357,842.713499113371,1194.9012858681808,0.925764192139738,1.3773127364410507,1.3009565217391303,0.842713499113371,0.6,4.46,0.25364356150659634,0.12273060856851431,2373.0698102935744,2.0599430732286135,25.903309802477473,0.28125135912522414,222,8.058319547839748,0.5081344480313629,34,2.891596314781258e-05,12.523446218579991,1.642060253879499,37,8.837461995639214e-05,18.38260049828294,0.9958848063498186,25188.478503741826,92,2.5349331434278213,high
48.34323698257629,736.9740956833783,1083.34655071864,0.9372384937238494,1.2106117389632347,1.241125,0.7369740956833783,0.63,3.8,0.2502403614123388,0.10751833613648056,2215.370342940224,-0.5720012469006794,-0.34192803671058547,0.2717456128404053,214,5.596152531097264,1.5213661102960248,3,-0.00017539947547842878,7.074563023156903,2.8037047625714826,3,-0.000334470098498787,17.64586572915963,0.4050910980601438,12594.679418620104,88,2.8099826365617706,high
54.55280172413792,639.7030389580201,908.672588783192,0.9330855018587361,1.5137297141177837,1.099851851851852,0.63970303895802,0.63,3.74,0.2511865607421093,0.1055745045434229,2219.334047216713,-0.5587346308510637,-0.33848660078105697,0.2719886055956948,204,4.934803267640415,1.661255531313272,8,9.921769612315585e-05,4.57533742476109,0.31254550549978777,15,1.6393785233415237e-05,16.80728990887614,0.8131753822832901,16757.239390649156,84,2.634615145290437,high
50.67363764327367,657.808022570281,940.013774587555,0.8924302788844621,1.3366143257214058,1.1840476190476192,0.6578080225702809,0.63,3.75,0.2514261262089471,0.10467187282448802,2219.0733753630448,-0.5374458407107388,-0.3515092860703075,0.27197263191744403,172,7.140689339696839,2.3729040047761805,23,0.00017331069883627304,7.839614907946995,2.8167046046773194,17,0.00027299534584678133,17.892239918671635,0.5721488330758725,12984.114142973489,89,2.760438975827967,high
50.665865625312904,842.38362798306,1180.1462782618255,0.9206349206349206,1.4527416180194812,1.1842292490118578,0.84238362798306,0.62,7.03,0.2539780082970965,0.11553411855227308,2330.924668996082,-0.16475706740894816,0.890079438674956,0.27874269311774985,160,10.468576090156873,1.312801654514146,47,-2.4373549603504684e-05,15.871470860201994,2.750586792251489,60,0.00013719284123184973,17.258299211532602,1.4764660135856011,46227.88352910265,86,2.5484549102557668,high
45.52747693541917,856.9585215084912,1207.0878435088734,0.9469026548672567,1.6339608109368688,1.317885462555066,0.8569585215084913,0.6,6.13,0.2537537639018462,0.11525198305945068,2323.7131419726784,-0.4857332420345279,-0.43158260127933223,0.2783111653031955,180,8.714032313247047,1.1883787547265052,44,-7.764921322055554e-05,15.7061173298931,1.351587406195281,51,-0.0001128794047605405,19.03990277496455,1.1906910509506414,18983.444082745194,95,2.454095423821019,high
41.042148677195456,1218.4157875824735,1803.9186955343973,0.8719211822660099,1.3679861851981034,1.4619117647058821,1.2184157875824735,0.62,10.77,0.3225325243615344,0.30994856954060906,5977.106235182817,3.9963870006474593,20.099280453487907,0.44635957983008934,254,6.569886603331652,1.0418797007096094,29,-8.843097114137964e-05,16.261559938024067,1.514011535075219,48,5.720978491595581e-05,16.572910701653925,2.093546090250883,46241.7944781002,83,2.166273475114892,high
42.74533413606261,1075.537956153398,1543.220872194696,0.9056603773584906,1.6671805920141272,1.403661971830986,1.075537956153398,0.62,7.49,0.39365056794769177,0.41195510419862674,9691.117596856699,3.001909168534859,9.974708146887595,0.5683636628326592,352,5.269157192684926,0.39388974475091854,79,-4.3921701944824825e-05,16.031108659369938,1.6193127612244196,38,-5.650236130244046e-05,21.56533422908969,0.6709851989554049,10996.823771058338,108,2.4641279201802786,high
19.642558877568067,3622.5265082246815,4678.508110961217,0.9278350515463918,27.68904851700539,3.0545918367346934,3.6225265082246816,0.63,19.74,0.2818224663220376,0.16356219488470433,3181.771108991335,4.430607620674621,38.22461339203484,0.32566706460183814,76,4.5409602596019845,0.3331692475988781,50,-5.876899965758753e-06,16.1522925132489,1.7323912594596365,39,0.00010772173130769934,18.669462576521127,1.3513389836294771,54517.22188952395,93,2.080866949299291,high
49.04194023850999,779.2285702800309,1073.8027115697212,0.8683127572016461,1.451935452334784,1.2234426229508195,0.7792285702800309,0.6,5.1,0.271844311448219,0.11944011147841517,2641.6395143155933,3.504164062703579,44.78643173884386,0.2967400385475247,88,3.7646550659109677,0.3992092901592389,42,-3.885421681103291e-05,14.729777776188076,1.9102941887642872,32,-0.00017799297584208447,18.891559738632896,1.0486459674880348,23262.037235512013,94,2.453512781425535,high
44.459279038718286,991.1908275170082,1423.8131518576145,0.9366515837104072,1.3642932591936932,1.3495495495495498,0.9911908275170082,0.63,9.55,0.26803696523134196,0.1028630391443768,2471.850596102398,2.404201014774839,34.280795518195596,0.2870453272047464,36,2.7372179224008644,0.2650976044459795,37,-1.2142025772235376e-05,15.416629675030642,2.8516615710937225,32,0.0001171962392244863,21.235000674127004,0.47096250169682846,11466.726404815316,106,2.5894482270367227,high
47.966283114797974,805.8305195765748,1045.3526605284696,0.8823529411764706,1.7845215270560464,1.250878661087866,0.8058305195765748,0.62,6.97,0.3060997040551921,0.24857777938095818,4617.006962302499,3.1160795712716887,31.623454360924576,0.3923012007077597,178,2.5874794999511583,0.17068566447995018,71,-1.0799887296174182e-05,15.133088108385614,1.6744489234341875,42,-7.397110233291748e-06,18.350473885864087,1.2969062515785048,30058.822171920154,92,2.166601483490709,high
43.748529955310644,1063.4071147749166,1481.8792810832142,0.8796296296296297,1.4785214385586385,1.3714746543778802,1.0634071147749167,0.62,7.81,0.32627500460149045,0.28249169893518716,5567.683944814555,3.541510268121198,15.47373774177047,0.4308009573192147,226,1.7859399390176547,0.6653440310775477,73,-2.4708364542249138e-05,14.25663595401758,1.9182239458871844,28,-5.797013073704503e-05,15.373723070698897,2.0705997088843926,26636.80813791468,77,2.484137782027775,high
42.75820535983138,1182.0227446886058,1654.6377075952992,0.9056603773584906,1.5238199939116444,1.4032394366197183,1.1820227446886058,0.63,10.0,0.2821818476713471,0.19293122973129917,3496.7373680926084,4.3962003440438835,30.37165865786158,0.34140578827804546,162,0.8361004427388462,0.2565698434822158,45,-3.988178984311696e-05,12.860647029247316,3.117442479317426,30,-0.0001784087603258005,17.52971992746323,0.9330886661927728,23625.470197035625,88,2.4399595818885587,high
50.06031363088058,702.3222509997005,996.2071215526709,0.9112903225806451,1.5255618726948925,1.1985542168674699,0.7023222509997005,0.62,4.7,0.25381768449068987,0.09590492920356199,2205.1919389124987,-0.4903884489094368,-0.060934301768428956,0.27112063360015587,106,0.7227704038139918,0.018922369334164506,114,1.1568926713758938e-06,6.933575249624297,0.9565940449330639,2,4.512509040543027e-05,18.185492018589613,0.31604078499107957,7605.540159413392,91,2.9163380444186915,high
49.108037682902385,691.6629171813019,1005.894716323666,0.9262295081967213,1.304592325904091,1.221795918367347,0.6916629171813019,0.62,3.81,0.25262618528626046,0.10401271614701135,2234.0480670829825,0.0890473440722659,3.8031588540549954,0.272888748215763,134,0.7235126702088353,0.012091776349365512,81,9.135412196182857e-08,9.376033315075627,1.7586680268478043,7,6.952123680352998e-05,17.652429745358628,0.40104471182139384,10348.095569290965,88,2.706953805202035,high
