HR_mean,SDNN,RMSSD,pNN50,LF_HF,RR_mean,RR_std,RR_min,RR_max,GSR_foot_mean,GSR_foot_std,GSR_foot_peaks,GSR_foot_slope,GSR_hand_mean,GSR_hand_std,GSR_hand_peaks,GSR_hand_slope,Resp_rate,Resp_std,Resp_power,Resp_peak_count,Resp_prominence,label
75.29364521634375,139.42596219260363,194.16418985055114,0.5026737967914439,1.4825839997691301,0.7968799999999999,0.13942596219260364,0.61,1.65,1.085034591413539,0.028060914905912195,93,3.257469838560928e-05,2.0431871562823543,0.288741062646716,36,7.577536651111238e-05,15.71161367114436,1.780606910998617,48117.83629039028,78,2.5130573293168488,low
73.09990320104141,135.01567224140138,176.01042676407081,0.5412087912087912,1.9185550137883112,0.8207945205479453,0.13501567224140137,0.62,1.68,1.097636026286034,0.03964795335064364,94,-1.233421945895663e-06,2.355693451781563,0.249058205299313,26,-1.3419735817756424e-05,16.029217814750943,1.126055672684214,30246.120040350736,80,2.525770081060937,low
72.24080267558529,122.30754597517334,167.02459245476297,0.6183844011142061,1.4040035367513586,0.8305555555555556,0.12230754597517333,0.67,1.84,0.983668063059155,0.017279093315191844,92,-2.0667122293812917e-06,1.8718909560920975,0.04269129166104046,49,-6.9743422067494915e-06,19.228822993624124,0.25523344373989093,13003.081742082886,96,2.7931347590649906,low
70.22002273791212,101.48112924005495,133.85832650952733,0.5959885386819485,1.387578164871983,0.8544571428571429,0.10148112924005495,0.66,1.64,0.9431853777552736,0.008538049851392225,103,-9.97003420593101e-07,1.709352917202189,0.0425837981271906,71,-4.878971212591591e-06,17.364657814096013,0.4319084549934276,12917.031314131185,86,2.8092121842543336,low
71.77944862155388,180.99094059306123,188.31629034707547,0.5518207282913166,1.391899036586711,0.8358938547486033,0.18099094059306123,0.6,2.03,1.1859962536271331,0.3643409367887941,18,2.206162256568604e-05,2.5614604849742584,1.2386814183465866,22,7.365908517724828e-05,17.50279841253689,1.0038424083761934,55650.12155562514,87,2.5488551660329786,low
74.1755487988239,119.68478504846146,168.238925470179,0.5230352303523035,1.4445271631672154,0.8088918918918918,0.11968478504846146,0.64,1.58,1.34234784249495,0.19269838068011666,11,-1.6270236582975736e-05,2.916828561787675,0.6711928873364471,19,-5.653388684628656e-05,19.186105220640208,0.6501990660442113,33571.246623026425,96,2.2487257252652375,low
77.3753842041962,110.77652350301338,155.88790511466553,0.5064935064935064,1.4615385864056358,0.7754404145077719,0.11077652350301338,0.61,1.58,1.2160212130482804,0.2834796820974171,19,3.92320358659901e-05,3.0202150629349824,1.0112026538031058,19,0.00010354116267774082,19.618418391424527,0.7058221504506249,35686.059984247775,98,2.372020651064517,low
77.23944227104022,122.81937312400045,163.3718598270012,0.5026041666666666,1.5274055769829378,0.7768051948051948,0.12281937312400044,0.63,1.91,1.7913423337616334,0.32402218130409477,6,-1.2247907932349585e-05,4.165366690893118,0.8519608877644533,31,-1.2009044902568207e-05,18.713767501779845,1.096378269369798,52128.721223024695,93,2.270645748518312,low
73.81406077625113,103.41589835632136,143.95162675248463,0.5504087193460491,1.4051646707058214,0.8128532608695652,0.10341589835632137,0.65,1.71,1.534818635776715,0.17805578515063486,8,-1.7341949670799917e-05,3.8217888073879585,0.9007586776329003,10,-6.0759836160038045e-05,18.940293947931163,0.18433752039246412,18292.271087760917,94,2.89175145021698,low
75.86068855084068,73.81387097842536,98.21017307406649,0.544973544973545,1.1953721460124396,0.7909234828496042,0.07381387097842536,0.62,1.52,1.647971784886776,0.5927501412692957,5,2.29399120490598e-05,4.169432048665285,1.5267195145897017,15,3.782443764919862e-05,17.740147162584417,0.9266820687313769,38096.522512409996,89,2.394705064014591,low
76.24066168623264,107.5622126199699,140.55997034418402,0.5657894736842105,1.648215084437707,0.786981627296588,0.1075622126199699,0.61,1.65,2.241824165184433,0.599450386530366,7,1.4284608907436065e-05,5.306097323945729,1.304510528790761,24,1.4911590959429926e-05,18.587736134963126,0.811066847139803,49487.9895790948,93,2.4988684072838026,low
74.12106440519516,135.63666123669887,192.43131319539182,0.5284552845528455,1.3436760551450098,0.8094864864864865,0.13563666123669887,0.66,2.35,1.675923885904212,0.30491666670854917,6,-3.8690479977086224e-05,3.481982359483247,0.5558707305502983,18,-5.649284644558317e-05,19.038617337294088,0.3383374792818948,22744.91847064101,95,2.455909477668432,low
74.73701786608783,144.8262732589367,196.61038925064548,0.543010752688172,1.362978977762248,0.8028150134048258,0.1448262732589367,0.61,2.36,1.7786362369364355,0.4108723786744937,10,1.594490692934296e-05,4.236710801172868,1.1198384545881228,18,3.41476025470698e-05,17.81144436482752,1.203797795306891,69149.01571299593,88,2.2195881294012265,low
73.98001804390684,81.5933580392165,107.15059495868422,0.5353260869565217,1.7278275901590332,0.811029810298103,0.0815933580392165,0.6,1.58,1.5538098772841156,0.1496312298477523,15,5.727382645497836e-06,3.8104150925018154,0.6175659328222682,20,3.5823091374019386e-05,18.023553507424474,0.8275690575039744,46362.08112895003,89,2.1776680515553513,low
76.44076840981857,91.71358278336358,119.39589849499782,0.49606299212598426,1.657325174260801,0.7849214659685864,0.09171358278336358,0.62,1.57,2.0495747066343295,0.2869184144363634,15,-1.060940175906487e-05,5.203208809802892,0.8180520427948978,27,-3.542767026445439e-05,18.050297458085453,0.8732989489057159,39955.28946828917,90,2.339607995606243,low
75.0777878149152,90.74326256465501,111.3950052066366,0.5308310991957105,1.7031799112397414,0.7991711229946523,0.09074326256465501,0.62,1.48,2.0743072322265115,0.35004204078379336,13,-1.2515345297925344e-06,5.12764990922799,1.299304601574935,24,-2.2245366176684377e-05,17.97616643102403,0.7891209058598964,30828.608352976567,90,2.5830936888787104,low
72.1370604147881,105.64875636855469,138.873301508484,0.5682451253481894,1.6976626638602268,0.83175,0.10564875636855468,0.65,1.64,1.395900919683552,0.10265503794282761,74,-1.243485772317224e-05,2.7821271263671243,0.19434829042031807,15,-2.4935930255672113e-05,17.28520589730554,0.6269842136387879,21755.94359672253,86,2.4476775153720123,low
70.98093099634706,127.30585694157978,177.18922858704678,0.5511363636363636,1.426471459956861,0.8452974504249293,0.12730585694157978,0.65,2.57,1.1876397637444507,0.02924650499925314,87,-3.6996967384012037e-06,2.417767014199806,0.042862445213023945,46,-4.70490862098781e-06,17.10039697350117,0.6376795354324122,25683.04426775397,85,2.46404652675092,low
