HR_mean,SDNN,RMSSD,pNN50,LF_HF,RR_mean,RR_std,RR_min,RR_max,EMG_mean,EMG_std,EMG_energy,EMG_skew,EMG_kurtosis,EMG_rms,EMG_zero_crossings,GSR_foot_mean,GSR_foot_std,GSR_foot_peaks,GSR_foot_slope,GSR_hand_mean,GSR_hand_std,GSR_hand_peaks,GSR_hand_slope,Resp_rate,Resp_std,Resp_power,Resp_peak_count,Resp_prominence,label
29.125238525660343,1563.4416044151349,2219.7954109932443,0.9861111111111112,2.2539094305916003,2.060068965517241,1.563441604415135,0.63,10.77,0.2780758294804097,0.09419986085824623,2583.4011485115134,-0.07424520515814276,5.553939156339682,0.29345079931233864,76,5.743727878693881,1.7853876912226658,26,-0.00012748996428485658,4.976608590226814,1.4807121878355949,21,-0.00010965467671413016,12.827143891589943,1.2272151604131898,43130.32760576622,63,2.7423487028636218,high
31.55567466166421,1400.7825195242647,1732.3472293616321,0.9935897435897436,1.8824783524318491,1.9014012738853503,1.4007825195242647,0.62,14.46,0.27089684065293096,0.08971406069580765,2439.307172153356,-0.5652630535223121,1.7611694366073651,0.285149503018642,84,3.146708213532573,0.28888026353593743,6,-2.4542350959405512e-05,2.8534047977541412,0.15983946806931174,2,-1.8735782097312222e-05,14.528340495191328,0.8092797927661158,29629.010248288643,72,2.702569896002771,high
30.832269765567272,1325.2965335312356,1880.5355130359737,0.9605263157894737,2.113360154198647,1.946013071895425,1.3252965335312357,0.69,8.51,0.2666288121807903,0.08969201038620668,2370.133051698039,-0.6083469976735912,0.7217903136628117,0.28107727595200804,80,2.528400559803004,0.07883279342667496,71,-7.91851316943933e-06,2.5539724612598267,0.06764397567062543,77,-7.5328880276117765e-06,16.962272406017565,0.3630405696549898,15573.137110410544,85,2.785785418129739,high
27.269972730027266,1878.8595700452488,2778.4301107994443,0.9701492537313433,2.3064321975541002,2.2002222222222225,1.8788595700452488,0.63,13.68,0.36720912430683866,0.3476899591756583,7596.395374868861,3.9639157807751406,33.0602104720191,0.5032029204628043,36,5.956124058850391,3.2282611764201397,33,0.0001890713942189733,6.543867679276052,3.7563865976168422,42,0.0002603262932699723,16.22388967755019,1.3468563165757512,72230.5573664573,81,2.4015774917782835,high
17.06045629950579,4280.777348241253,6793.281585419169,0.9759036144578314,0.0,3.5169047619047613,4.280777348241253,0.61,20.65,0.2831263067878753,0.10802712413679297,2753.1053864053265,0.7709545300293197,9.246918904113592,0.3029359330730579,52,6.526415643882809,0.9063892368483321,38,-3.7582460776000295e-05,7.776567537557709,1.45059008587089,29,-2.9001796398827235e-05,16.23761036500795,1.3605706465946559,42685.139668995165,81,2.6264204068557016,high
19.64092872570195,4000.1072442845134,5934.17512169973,0.9479166666666666,6.567936843984635,3.0548453608247415,4.000107244284513,0.64,24.26,0.3087175240920711,0.12930887796323545,3358.6178058383875,2.2847952931402724,18.294465111793535,0.33459516861616456,50,6.471517896683501,0.6715611921726556,37,-6.040198704952576e-05,8.009999225994118,1.212995353050814,32,-8.972173754296305e-05,16.220100605687303,1.0510587668275777,45381.721782762,80,2.7624360667874273,high
17.356567256698128,2945.678018882869,4356.043579057789,0.9759036144578314,0.0,3.4569047619047604,2.945678018882869,0.64,13.23,0.27837602683199997,0.13442599226380642,2864.833763174623,2.358437257579635,21.181767393094866,0.30902177718162105,78,6.008119466591591,1.0871441321116777,35,-3.3511237257410304e-05,8.03755748880114,1.7565792741098507,27,-3.971727166160983e-05,16.093437001324144,1.4075247683084295,49175.80611116743,80,2.6393393066471944,high
14.65201465201465,5451.1897274305575,7960.342727422493,0.971830985915493,0.0,4.095000000000001,5.451189727430558,0.63,29.74,0.26007175173224645,0.10280057025223467,2343.43948685128,-0.716772536356375,-0.23802821998404822,0.2794899811472843,92,6.115511415785218,0.9428995710635786,45,5.9256469608329826e-05,7.429941862741386,1.5931954972729836,20,0.00011050821837871696,18.27782290820471,0.8961693788316779,29185.710404271922,91,2.6588075705734533,high
19.43844492440605,3400.6328046735985,5170.1201248388,0.9789473684210527,119.8916699453845,3.0866666666666664,3.4006328046735983,0.63,21.16,0.2978735411818109,0.14709344067478572,3309.8980336468385,4.5416359577970455,44.84805750694792,0.33215950152734547,28,6.289134368470045,0.7214576622871747,41,-4.7380124636968136e-06,9.131256783376882,1.6822287735410009,31,-3.750411132463229e-05,17.095756588989516,1.2607645511360797,44019.53663134296,85,2.6015531486519103,high
21.2830037144865,3278.9839998932166,4772.763101081765,0.9904761904761905,3.343630407950825,2.819150943396226,3.2789839998932164,0.63,15.75,0.2670481244091668,0.11312553673933352,2520.1384741135985,0.3477355524930068,5.308135303718403,0.28983549783245427,112,5.775745143466661,0.7303132761951318,57,-2.2404792715804688e-05,8.125174448972235,1.7815889467352832,26,-1.588655537838616e-05,17.229147663930274,0.9812200159613457,36971.683152820086,86,2.4507447874395356,high
19.83872600290158,2841.0834618858144,3864.3401431897837,0.9896907216494846,6.836051761898866,3.024387755102041,2.8410834618858143,0.63,15.1,0.29195745996218186,0.10026696545694284,2857.8903011025022,0.6444504244924365,12.11830865882439,0.30864706387190866,34,5.44333888822393,0.7471765302800082,34,3.4777481064545176e-05,8.107570130682454,1.8373526877778588,25,0.00010093261491505894,17.571616117413402,1.1590144491455008,31491.654261956937,88,2.3757957797012565,high
16.43176808496426,4116.834896584351,6121.744385466259,0.9753086419753086,0.0,3.6514634146341467,4.116834896584351,0.63,17.55,0.2651774760595075,0.10502553323737054,2437.653154107029,-0.5191053160533949,0.3172791969007962,0.28505281113664005,96,5.784681975126958,0.6399550767112939,44,1.100985999820964e-05,8.173279811091005,1.5168882955819076,15,4.5538939340914375e-05,16.823755954190734,1.3003721231194367,38774.09381064782,84,2.721369176706492,high
18.382600498282947,4149.627781300703,5872.424636477774,0.9666666666666667,0.0,3.2639560439560436,4.149627781300703,0.64,31.62,0.25572799817704733,0.11147099440596885,2329.3082064818154,-0.23343273952129942,1.1798179090883094,0.2786460243440182,170,4.9540193755188735,0.7274636118419546,36,-3.686484024796396e-05,8.135245845754572,2.2183246709732405,23,-3.329884885258944e-05,16.98227643372195,1.0902238479086543,33217.94277467781,85,2.6299326230646134,high
21.283783783783782,2907.7618700592598,3704.8258549336183,0.9519230769230769,7.425813833922662,2.8190476190476192,2.9077618700592596,0.63,20.0,0.2689776872683727,0.11366771473529858,2555.2963539643915,4.102542484542397,71.7071165175422,0.29185021009440165,70,4.267800384669435,0.8786488540907492,19,-8.002993340573434e-05,6.15646057601911,2.491206035635667,10,-0.00020536301970842496,15.805471124620059,0.8910081164113199,32103.615233293956,79,2.3292619409628146,high
31.509232004281504,1125.332577812458,1472.714657202291,0.967948717948718,2.019346215392601,1.9042038216560513,1.125332577812458,0.64,6.37,0.26464229723693145,0.0839861308267725,2310.0593195376086,-0.630541780945832,0.45406399278716014,0.27749230136693936,52,3.456582832751677,0.4014847844887962,21,-8.072807967510324e-06,3.805165630870422,0.2048950740510377,6,-1.4896626609738251e-05,15.390327044449693,0.553742539328067,20051.412683427443,77,2.6920051159764036,high
30.919555615044835,1278.2992923370255,1823.7569855887214,0.9411764705882353,1.9013203977731588,1.9405194805194808,1.2782992923370256,0.77,9.8,0.25736026084126423,0.0903531656782994,2228.4286966479176,-0.6099964439344348,0.2264271230617223,0.2725453293581282,104,2.555901103769722,0.16606948161613141,18,-2.0054735087762204e-05,3.2837683597849994,0.08964038095308574,77,-1.0581158289529968e-05,16.081424936386767,0.417820126451105,13096.468322968603,80,2.7484075440788964,high
