HR_mean,SDNN,RMSSD,pNN50,LF_HF,RR_mean,RR_std,RR_min,RR_max,EMG_mean,EMG_std,EMG_energy,EMG_skew,EMG_kurtosis,EMG_rms,EMG_zero_crossings,GSR_foot_mean,GSR_foot_std,GSR_foot_peaks,GSR_foot_slope,GSR_hand_mean,GSR_hand_std,GSR_hand_peaks,GSR_hand_slope,Resp_power,label
23.14504226485979,2842.4313935156115,4244.448799789567,0.9649122807017544,2.648011150164772,2.5923478260869564,2.842431393515612,0.62,18.77,0.0065324059698347,0.0069709188032243,2.19326049075815,-0.1016283300309199,4.691590604543703,0.0085503615727799,1779.0,2.1080263913447426,0.2501022775453001,28.0,-2.7588583595634916e-05,11.466280948203774,1.5433472775465666,23.0,-9.989331130641214e-05,1.7479614534079622e+189,low
29.95618652990524,1639.4474807140143,2749.244852732105,1.0,1.4242191067693348,2.002925170068027,1.6394474807140145,0.62,8.78,0.0079895881092244,0.0259445704953988,21.007153076935765,-14.058221255106863,2449.6452534714704,0.0264620187419225,1974.6699999999992,1.364082576698613,0.1418478174144901,62.0,-1.651743876984994e-05,5.857184308655259,0.9275933703070104,2.0,-0.0001131877299261,2.938626125616217e+190,low
22.981235504954675,2380.3716186784463,3694.984588751503,0.9814814814814816,2.897927728257319,2.610825688073394,2.3803716186784465,0.63,15.16,0.0141392408362567,0.1014428024229632,310.88869019204407,-9.065237030213275,279.7162621435915,0.1017986067671596,1846.0,3.0905480773116065,1.4755265906520576,36.0,5.4992402406068114e-05,16.74848723528051,7.982726838849709,60.0,0.00030659273715699534,5.382857611080746e+190,low
20.069574525020077,2933.055376224595,4435.948989150285,0.98989898989899,3.251498342267254,2.9896,2.933055376224595,0.63,13.1,0.0075628318571639,0.025682954606522,20.706745645764247,-14.058221255106863,2449.6452534714704,0.026272130763583,1974.6699999999992,3.613732601255143,0.5844865148687977,33.0,2.361290030458093e-06,20.69433469455396,1.8412584152380973,41.0,2.9791476100115705e-05,1.9090448563859003e+188,low
20.330794779749723,3259.001938919129,4876.339610814653,0.98,5.890209468498066,2.951188118811881,3.2590019389191287,0.63,17.74,0.0064368471469198,0.0062683596106818,1.9552724259195096,-0.1539221237736249,0.8490673852203532,0.0080731497899302,1923.0,3.6684330750456255,0.486477821310846,29.0,5.73368179278441e-06,20.9051443053086,1.1727677514140502,34.0,3.670565850231249e-05,1.1858096153381524e+189,low
22.471137987905443,3017.981431054324,4475.390009903131,0.9907407407407408,3.227379897527681,2.670091743119266,3.017981431054324,0.63,14.97,0.0064990127178352,0.006522979313675,2.0625353265577115,0.0555300346017368,10.775734853435106,0.0082916329846372,1783.0,3.785217956024803,0.4877605076363742,30.0,-9.730106336913054e-06,20.749427919300583,0.9948269107807116,37.0,-8.335388949511705e-06,1.033848553044707e+190,low
19.46624803767661,3149.80529489813,4903.559155481286,0.9891304347826086,2.7683537861101355,3.0822580645161284,3.14980529489813,0.62,14.98,0.0068057796835227,0.0073635378177456,2.374900578578337,0.1385557989657049,7.750412458184304,0.0088973789746912,1836.0,3.1569906805032524,0.5336981581308156,33.0,2.1079558629854813e-05,21.580169068067864,2.212698849832542,27.0,0.0001091549060859,4.087368875230349e+190,low
14.30810111058118,5797.894663635435,8677.576967620946,0.9855072463768116,0.0,4.193428571428572,5.797894663635435,0.6,25.87,0.0061116180767634,0.0061541070519393,1.8810501093586705,0.5653535021874388,14.731750073413329,0.0079184386284137,1548.0,2.982162634654116,0.3662699234485588,29.0,-2.3397701189957026e-05,20.83134353689811,1.9937028874705325,31.0,-3.391417598052016e-06,7.452974259359067e+190,low
19.013943558609647,3076.4890158783187,4297.664630540144,1.0,19.91599825402781,3.155578947368421,3.0764890158783187,0.61,15.22,0.006065388060375318,0.005962507865552756,1.7951691466447137,0.2985050590434105,14.13523248151693,0.007735120457367768,1574.0,2.9048678192603883,0.3700702158970529,25.0,5.164608733495898e-06,21.517141266136303,2.4416840749668123,25.0,0.0001466645573614,5.342968303269603e+190,low
15.82056673675779,4359.53762161941,6506.526506476953,1.0,0.0,3.792531645569619,4.35953762161941,0.62,31.55,0.006065388060375318,0.005962507865552756,1.7951691466447137,0.0776752289790095,7.890118168190016,0.007735120457367768,1676.0,3.5161647633214432,0.5486694105372665,17.0,-8.790491238405243e-06,24.167561136821245,2.2553660867793752,29.0,-0.000216087662179,1.5772782747179077e+189,low
